ride_id,customer_id,captain_id,timestamp,date,hour,minute,day_of_week,day_name,week_of_year,month,month_name,quarter,is_weekend,is_peak_hour,is_late_night,is_offpeak,is_ramadan,is_uae_public_holiday,is_suhoor_window,is_iftar_window,active_event,event_type,event_demand_multiplier,temperature_c,humidity_pct,is_rain,is_sandstorm,weather_demand_factor,pickup_zone,dropoff_zone,pickup_neighborhood,dropoff_neighborhood,pickup_location_source,dropoff_location_source,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,pickup_area_type,dropoff_area_type,is_airport_ride,is_intrazone_trip,pickup_density_score,dropoff_density_score,route_direct_distance_km,route_distance_km,route_efficiency_ratio,route_bearing_deg,salik_gates,salik_cost_aed,product_type,is_hala_product,payment_method,is_careem_plus,demand_index,captain_availability_score,supply_pressure_index,traffic_index,wait_time_min,trip_duration_min,avg_speed_kmh,surge_multiplier,booking_fee_aed,metered_fare_aed,final_price_aed,price_per_km_aed,booking_status,cancellation_reason,captain_rating,customer_rating,eta_deviation_min
RID2025099837,CUS1204198,CAP430236,2025-01-19 10:33:00,2025-01-19,10,33,6,Sunday,3,1,January,1,True,False,False,True,False,False,False,False,Dubai Shopping Festival,Shopping Festival,1.035,24.4,73.1,False,False,1.0,Marina,Downtown,Marsa Dubai,Burj Khalifa,polygon,polygon,25.086529,55.131158,25.193279,55.273513,High,High,False,False,1.25,1.3,18.61,24.45,1.314,50.33,2,8.0,Hala Taxi,True,Credit Card,False,1.358,0.906,0.094,0.953,2.2,26.3,55.8,1.0,4.0,71.91,70.22,2.87,Completed,,4.4,4.6,-0.0
RID2025104762,CUS3475649,CAP178432,2025-05-22 04:37:00,2025-05-22,4,37,3,Thursday,21,5,May,2,False,False,True,False,False,False,False,False,,,1.0,37.0,41.4,False,False,1.0,Downtown,Al Barsha,Zaa'Beel Second,Al Barsha North,polygon,polygon,25.201618,55.284962,25.092933,55.189979,High,Medium,False,False,1.3,1.05,15.41,20.35,1.321,218.37,1,4.0,Electric,False,Careem Pay,False,1.196,1.0,0.0,0.884,4.4,15.7,78.0,1.0,3.5,77.24,78.65,3.86,Completed,,4.6,4.6,-3.9
RID2025032325,CUS3624476,CAP397368,2025-08-27 12:05:00,2025-08-27,12,5,2,Wednesday,35,8,August,3,False,False,False,True,False,False,False,False,,,1.0,39.8,76.4,False,False,1.0,DXB Airport,Al Nahda,Dubai Int'l Airport,Al Nahda Second,polygon,polygon,25.248229,55.365509,25.293093,55.375078,High,Medium,True,False,1.1,0.92,5.08,6.79,1.336,10.91,0,0.0,Hala Taxi,True,Cash,False,1.1,1.0,0.0,0.83,3.4,6.3,65.0,1.0,4.0,41.99,45.94,6.77,Completed,,4.8,4.9,-2.9
RID2025112068,CUS1885092,CAP306354,2025-11-09 11:59:00,2025-11-09,11,59,6,Sunday,45,11,November,4,True,False,False,True,False,False,False,False,,,1.0,29.3,59.0,False,False,1.0,Mirdif,Downtown,Mirdif,Zaa'Beel Second,polygon,polygon,25.221633,55.439103,25.197792,55.284186,Medium,High,False,False,1.0,1.3,15.81,20.03,1.267,260.38,1,4.0,Eco Friendly,False,Cash,False,1.05,1.0,0.0,0.937,2.2,24.8,48.5,1.0,3.5,74.58,77.09,3.85,Completed,,4.0,4.5,0.3
RID2025013343,CUS1535184,CAP475245,2025-09-20 11:51:00,2025-09-20,11,51,5,Saturday,38,9,September,3,True,False,False,True,False,False,False,False,,,1.0,32.6,58.2,False,False,1.0,Mirdif,Downtown,Mirdif,Burj Khalifa,polygon,polygon,25.21745,55.426585,25.195387,55.281729,Medium,High,False,False,1.0,1.3,14.78,20.16,1.364,260.48,1,4.0,Comfort,False,Cash,False,1.05,1.0,0.0,0.89,3.1,21.1,57.2,1.0,3.0,71.47,71.32,3.54,Completed,,5.0,4.8,0.9
RID2025047781,CUS4092527,CAP325195,2025-12-04 14:30:00,2025-12-04,14,30,3,Thursday,49,12,December,4,False,False,False,True,False,False,False,False,,,1.0,24.8,61.7,False,False,1.0,Downtown,Al Quoz,Burj Khalifa,Al Qouz Industrial,polygon,polygon,25.199066,55.274969,25.1443,55.223668,High,Low,False,False,1.3,0.9,7.98,11.52,1.443,220.3,1,4.0,Hala Kids,True,Careem Pay,False,1.3,0.885,0.115,0.818,3.5,9.9,69.9,1.0,4.5,41.62,40.48,3.51,Completed,,4.8,4.9,-0.2
RID2025076514,CUS2689346,CAP154917,2025-12-31 19:09:00,2025-12-31,19,9,2,Wednesday,1,12,December,4,False,True,False,False,False,False,False,False,NYE Burj Khalifa,New Year Event,1.48,20.7,71.6,False,False,1.0,JVC,Mirdif,Al Hebiah First,Mirdif,polygon,polygon,25.047413,55.243074,25.224687,55.436138,Low,Medium,False,False,0.9,1.0,27.68,35.67,1.289,44.55,2,8.0,MAX,False,Careem Plus,True,1.572,0.877,0.123,1.319,8.5,54.5,39.2,1.5,7.0,275.97,252.82,7.09,Completed,,4.5,4.5,2.9
RID2025017136,CUS4066473,CAP167126,2025-07-31 20:12:00,2025-07-31,20,12,3,Thursday,31,7,July,3,False,False,False,True,False,False,False,False,,,1.0,41.1,55.3,False,False,1.0,Downtown,Dubai Hills,Burj Khalifa,Nadd Hessa,polygon,polygon,25.198304,55.277427,25.120337,55.380464,High,Medium,False,False,1.3,1.05,13.52,17.21,1.273,129.87,1,4.0,Hala Taxi,True,Cash,False,1.3,0.989,0.011,0.794,1.7,16.9,61.1,1.0,4.0,52.76,59.27,3.44,Completed,,4.4,4.7,-1.5
RID2025030023,CUS4706976,CAP396148,2025-09-19 06:27:00,2025-09-19,6,27,4,Friday,38,9,September,3,False,False,False,True,False,False,False,False,,,1.0,37.8,60.9,False,False,1.0,Marina,Downtown,Marsa Dubai,Burj Khalifa,polygon,polygon,25.081804,55.147165,25.201767,55.271506,High,High,False,False,1.25,1.3,18.29,22.51,1.23,43.15,2,8.0,MAX,False,Cash,False,1.25,0.828,0.172,0.794,2.6,24.2,55.9,1.25,5.0,145.38,154.81,6.88,Completed,,4.9,4.4,-0.8
RID2025051727,CUS2490211,CAP119208,2025-04-29 10:21:00,2025-04-29,10,21,1,Tuesday,18,4,April,2,False,False,False,True,False,False,False,False,,,1.0,29.1,51.7,False,False,1.0,Downtown,Jebel Ali,Burj Khalifa,Jabal Ali First,polygon,polygon,25.193547,55.280977,25.032746,55.129321,High,Low,False,False,1.3,0.85,23.51,29.41,1.251,220.53,2,8.0,Hala MAX,True,Cash,False,1.3,0.984,0.016,0.907,2.8,36.1,48.9,1.0,5.5,101.35,94.41,3.21,Completed,,4.4,4.7,0.3
RID2025123816,CUS4299715,CAP441001,2025-07-26 09:00:00,2025-07-26,9,0,5,Saturday,30,7,July,3,True,True,False,False,False,False,False,False,,,1.0,42.4,58.9,False,False,1.0,DXB Airport,JVC,Dubai Int'l Airport,Al Hebiah First,polygon,polygon,25.250537,55.366925,25.049087,55.246547,High,Low,True,False,1.1,0.9,25.47,35.2,1.382,208.43,2,8.0,MAX,False,Credit Card,False,1.363,0.767,0.233,1.345,5.1,61.3,34.4,1.25,7.0,239.67,261.16,7.42,Completed,,4.4,4.7,-0.6
RID2025043821,CUS3437924,CAP215597,2025-05-08 17:15:00,2025-05-08,17,15,3,Thursday,19,5,May,2,False,True,False,False,False,False,False,False,,,1.0,37.4,51.6,False,False,1.0,JVC,Deira,Al Hebiah First,Hor Al Anz,polygon,polygon,25.048732,55.250454,25.277437,55.335205,Low,Medium,False,False,0.9,1.05,26.82,33.04,1.232,18.52,2,8.0,MAX,False,Credit Card,False,1.062,0.898,0.102,1.201,4.3,59.4,33.3,1.0,7.0,184.52,163.66,4.95,Completed,,4.8,5.0,-2.3
RID2025163985,CUS2112482,CAP452624,2025-03-07 14:37:00,2025-03-07,14,37,4,Friday,10,3,March,1,False,False,False,True,True,False,False,False,Dubai Food Festival,Food Festival,1.2,25.1,64.5,False,False,1.0,Jumeirah,Al Nahda,Al Safa Second,Al Qusais,polygon,polygon,25.15284,55.218845,25.27719,55.381052,Medium,Medium,False,False,1.15,0.92,21.39,25.92,1.212,49.69,2,8.0,Executive,False,Cash,False,1.325,0.786,0.214,0.843,2.8,27.8,56.0,1.25,4.0,139.1,141.07,5.44,Completed,,4.0,4.2,-2.0
RID2025025803,CUS2654959,CAP420331,2025-09-26 08:18:00,2025-09-26,8,18,4,Friday,39,9,September,3,False,True,False,False,False,False,False,False,,,1.0,32.4,72.7,False,False,1.0,Bur Dubai,Mirdif,Al Karama,Mirdif,polygon,polygon,25.245477,55.300447,25.22394,55.432468,Medium,Medium,False,False,1.05,1.0,13.49,20.13,1.492,100.19,1,4.0,Comfort,False,Credit Card,False,1.239,1.0,0.0,1.146,3.1,29.3,41.3,1.25,5.0,92.3,93.45,4.64,Completed,,4.9,4.2,-2.3
RID2025012428,CUS2251051,CAP138135,2025-03-27 16:46:00,2025-03-27,16,46,3,Thursday,13,3,March,1,False,True,False,False,True,False,False,False,,,1.0,26.7,61.0,False,False,1.0,Deira,Al Quoz,Al Muteena,Al Qouz Industrial,polygon,polygon,25.277694,55.323975,25.148528,55.223986,Medium,Low,False,False,1.05,0.9,17.53,21.88,1.248,215.03,2,8.0,Hala Kids,True,Credit Card,False,1.189,0.879,0.121,1.162,4.4,38.4,34.2,1.0,7.5,72.57,74.79,3.42,Completed,,4.7,4.8,0.3
RID2025092328,CUS4748822,CAP124151,2025-06-07 07:58:00,2025-06-07,7,58,5,Saturday,23,6,June,2,True,False,False,True,False,True,False,False,Eid Al Adha,Religious Holiday,1.25,40.6,52.5,False,False,1.0,DXB Airport,Al Nahda,Dubai Int'l Airport,Al Qusais,polygon,polygon,25.256569,55.360001,25.279228,55.373703,High,Medium,True,False,1.1,0.92,2.87,4.73,1.648,28.67,0,0.0,Hala Kids,True,Credit Card,False,1.444,0.823,0.177,1.049,13.6,6.7,42.4,1.0,4.5,42.89,44.67,9.44,Completed,,4.7,4.3,-1.1
RID2025074254,CUS1857879,CAP360938,2025-02-10 07:06:00,2025-02-10,7,6,0,Monday,7,2,February,1,False,False,False,True,False,False,False,False,,,1.0,22.0,65.5,False,False,1.0,Business Bay,Downtown,Business Bay,Burj Khalifa,polygon,polygon,25.184192,55.272722,25.192423,55.273642,High,High,False,False,1.25,1.3,0.92,4.34,4.72,5.77,0,0.0,Hala MAX,True,Credit Card,False,1.25,0.933,0.067,0.837,4.9,4.0,65.8,1.0,5.5,25.05,26.41,6.08,Completed,,4.9,4.4,-1.3
RID2025070909,CUS2153640,CAP124379,2025-06-29 16:01:00,2025-06-29,16,1,6,Sunday,26,6,June,2,True,True,False,False,False,False,False,False,,,1.0,37.2,63.8,False,False,1.0,Jumeirah,Downtown,Al Satwa,Burj Khalifa,polygon,polygon,25.228221,55.280064,25.195595,55.273931,Medium,High,False,False,1.15,1.3,3.68,9.29,2.524,189.65,1,4.0,Hala MAX,True,Cash,False,1.425,0.817,0.183,1.305,4.0,18.1,30.9,1.0,8.0,45.4,44.3,4.77,Completed,,4.9,4.5,-0.0
RID2025080061,CUS1402002,CAP375035,2025-04-06 19:22:00,2025-04-06,19,22,6,Sunday,14,4,April,2,True,True,False,False,False,False,False,False,Formula 1 Weekend,Sports Event,1.15,32.2,48.3,False,False,1.0,Bur Dubai,Business Bay,Al Karama,Business Bay,polygon,polygon,25.247169,55.300067,25.182584,55.273706,Medium,High,False,False,1.05,1.25,7.66,12.29,1.605,200.27,0,0.0,Hala MAX,True,Careem Pay,False,1.496,0.831,0.169,1.304,5.9,22.4,32.9,1.0,8.0,49.99,47.58,3.87,Completed,,5.0,4.5,-1.3
RID2025129798,CUS3388997,CAP388095,2025-02-03 20:19:00,2025-02-03,20,19,0,Monday,6,2,February,1,False,False,False,True,False,False,False,False,,,1.0,23.2,62.6,False,False,1.0,Al Barsha,Palm Jumeirah,Al Thanyah Fifth,Nakhlat Jumeira,polygon,polygon,25.07367,55.145486,25.116204,55.137745,Medium,High,False,False,1.05,1.2,4.79,12.02,2.508,350.64,0,0.0,Hala Taxi,True,Credit Card,False,1.05,0.984,0.016,0.942,2.2,13.0,55.4,1.0,4.0,36.42,36.34,3.02,Completed,,5.0,4.7,0.3
RID2025155980,CUS1332970,CAP183143,2025-04-06 17:14:00,2025-04-06,17,14,6,Sunday,14,4,April,2,True,True,False,False,False,False,False,False,Formula 1 Weekend,Sports Event,1.15,34.1,59.3,False,False,1.0,Ras Al Khor,Marina,Ras Al Khor Industrial,Marsa Dubai,polygon,polygon,25.178745,55.359646,25.080974,55.136331,Low,High,False,False,0.95,1.25,24.97,29.59,1.185,244.24,2,8.0,Premier,False,Credit Card,False,1.354,0.923,0.077,1.278,5.4,43.9,40.4,1.25,8.0,230.24,247.65,8.37,Completed,,4.7,4.5,-1.7
RID2025099359,CUS1225020,CAP177535,2025-09-07 05:39:00,2025-09-07,5,39,6,Sunday,36,9,September,3,True,False,True,False,False,False,False,False,,,1.0,34.7,69.5,False,False,1.0,Jumeirah,Jebel Ali,Al Safa Second,Jabal Ali Industrial,polygon,polygon,25.151404,55.222664,24.934996,55.090076,Medium,Low,False,False,1.15,0.85,27.52,31.48,1.144,209.06,1,4.0,Comfort,False,Careem Pay,False,1.111,0.96,0.04,0.934,3.0,27.9,67.7,1.0,2.5,102.79,99.19,3.15,Completed,,4.1,4.7,0.2
RID2025115892,CUS4680281,CAP257151,2025-08-17 08:15:00,2025-08-17,8,15,6,Sunday,33,8,August,3,True,True,False,False,False,False,False,False,,,1.0,36.9,79.0,False,False,1.0,Sharjah,Dubai Hills,Sharjah,Hadaeq Sheikh Mohammed Bin Rashid,centroid,polygon,25.342664,55.420153,25.101941,55.255875,Low,Medium,False,False,0.95,1.05,31.46,39.54,1.257,211.72,3,12.0,Hala Kids,True,Careem Pay,False,1.177,0.932,0.068,1.296,3.9,61.2,38.8,1.0,7.5,119.37,121.5,3.07,Completed,,4.6,5.0,-2.6
RID2025081184,CUS1575830,CAP453734,2025-06-07 18:19:00,2025-06-07,18,19,5,Saturday,23,6,June,2,True,True,False,False,False,True,False,False,Eid Al Adha,Religious Holiday,1.25,41.7,60.8,False,False,1.0,Jumeirah,Ras Al Khor,Al Manara,Al Kheeran First,polygon,polygon,25.149494,55.220817,25.192085,55.352524,Medium,Low,False,False,1.15,0.95,14.08,18.38,1.306,70.31,1,4.0,Comfort,False,Credit Card,False,1.781,0.76,0.24,1.267,4.2,27.2,40.6,1.5,5.0,100.31,104.92,5.71,Completed,,4.9,4.8,-2.0
RID2025008983,CUS1223603,CAP391833,2025-07-26 21:47:00,2025-07-26,21,47,5,Saturday,30,7,July,3,True,False,False,True,False,False,False,False,,,1.0,42.3,56.2,False,False,1.0,Marina,Deira,Marsa Dubai,Al Muteena,polygon,polygon,25.084631,55.144762,25.272605,55.319786,High,Medium,False,False,1.25,1.05,27.33,35.9,1.314,40.08,3,12.0,Hala Taxi,True,Credit Card,False,1.312,0.883,0.117,0.908,2.7,43.3,49.7,1.0,4.0,103.51,101.21,2.82,Completed,,4.4,4.7,-0.2
RID2025081213,CUS4830392,CAP430212,2025-08-14 08:23:00,2025-08-14,8,23,3,Thursday,33,8,August,3,False,True,False,False,False,False,False,False,,,1.0,39.6,59.9,False,False,1.0,Marina,Downtown,Marsa Dubai,Burj Khalifa,polygon,polygon,25.089097,55.141733,25.199604,55.277203,High,High,False,False,1.25,1.3,18.36,23.95,1.305,47.95,2,8.0,Executive,False,Cash,False,1.475,0.859,0.141,1.109,3.8,32.5,44.3,1.25,6.0,138.63,146.81,6.13,Completed,,4.8,4.6,1.2
RID2025108149,CUS4087503,CAP418729,2025-06-06 07:38:00,2025-06-06,7,38,4,Friday,23,6,June,2,False,False,False,True,False,True,False,False,Eid Al Adha,Religious Holiday,1.25,36.6,56.9,False,False,1.0,Al Nahda,Downtown,Al Qusais,Zaa'Beel Second,polygon,polygon,25.275835,55.373707,25.204094,55.278835,Medium,High,False,False,0.92,1.3,12.44,16.87,1.356,230.12,1,4.0,Hala Taxi,True,Credit Card,False,1.15,0.758,0.242,0.88,6.4,19.5,51.8,1.0,4.0,53.99,48.78,2.89,Completed,,4.6,4.5,0.7
RID2025081090,CUS4791834,CAP422154,2025-09-06 21:33:00,2025-09-06,21,33,5,Saturday,36,9,September,3,True,False,False,True,False,False,False,False,,,1.0,34.4,58.1,False,False,1.0,DIFC,Marina,Trade Center Second,Marsa Dubai,polygon,polygon,25.221932,55.283139,25.089185,55.132276,High,High,False,False,1.35,1.25,21.18,23.18,1.095,225.84,2,8.0,Executive,False,Careem Pay,False,1.418,0.984,0.016,0.973,2.1,28.8,48.2,1.25,4.0,130.43,141.03,6.08,Completed,,4.3,5.0,-0.8
RID2025008507,CUS1551088,CAP272200,2025-08-15 17:01:00,2025-08-15,17,1,4,Friday,33,8,August,3,False,True,False,False,False,False,False,False,,,1.0,41.3,60.2,False,False,1.0,Downtown,Dubai Hills,Burj Khalifa,Hadaeq Sheikh Mohammed Bin Rashid,polygon,polygon,25.190763,55.27241,25.101971,55.251979,High,Medium,False,False,1.3,1.05,10.09,15.74,1.561,191.77,1,4.0,Hala Taxi,True,Cash,False,1.534,0.87,0.13,1.103,3.5,22.3,42.3,1.0,7.5,53.65,59.93,3.81,Completed,,4.7,4.7,2.7
RID2025143646,CUS3925978,CAP263161,2025-06-22 11:55:00,2025-06-22,11,55,6,Sunday,25,6,June,2,True,False,False,True,False,False,False,False,,,1.0,36.1,64.1,False,False,1.0,Al Quoz,Deira,Al Qouz Industrial,Al Muteena,polygon,polygon,25.147995,55.233817,25.276714,55.323934,Low,Medium,False,False,0.9,1.05,16.94,20.35,1.201,32.33,2,8.0,Eco Friendly,False,Careem Plus,True,0.945,1.0,0.0,0.881,3.0,19.1,63.9,1.0,3.5,78.26,71.59,3.52,Completed,,4.7,4.6,-0.5
RID2025033078,CUS4181089,CAP479350,2025-02-10 12:12:00,2025-02-10,12,12,0,Monday,7,2,February,1,False,False,False,True,False,False,False,False,,,1.0,23.0,61.4,False,False,1.0,DIFC,Deira,Trade Center First,Al Muraqqabat,polygon,polygon,25.219256,55.278238,25.26924,55.328136,High,Medium,False,False,1.35,1.05,7.49,9.62,1.285,42.07,1,4.0,Comfort,False,Cash,False,1.35,0.906,0.094,0.906,2.8,9.8,59.0,1.25,3.0,46.84,49.17,5.11,Completed,,4.4,4.3,-0.4
RID2025039813,CUS4530576,CAP423742,2025-05-12 11:00:00,2025-05-12,11,0,0,Monday,20,5,May,2,False,False,False,True,False,False,False,False,,,1.0,35.4,40.9,False,False,1.0,Dubai Hills,Marina,Hadaeq Sheikh Mohammed Bin Rashid,Marsa Dubai,polygon,polygon,25.094853,55.25534,25.086005,55.142944,Medium,High,False,False,1.05,1.25,11.36,17.68,1.556,265.06,1,4.0,Hala Taxi,True,Cash,False,1.05,1.0,0.0,0.886,5.2,17.0,62.6,1.0,4.0,54.69,56.11,3.17,Completed,,4.8,4.5,0.8
RID2025047480,CUS4095095,CAP299455,2025-03-14 07:11:00,2025-03-14,7,11,4,Friday,11,3,March,1,False,False,False,True,True,False,False,False,,,1.0,26.4,51.9,False,False,1.0,Mirdif,Ras Al Khor,Mushraif,Al Kheeran First,polygon,polygon,25.225007,55.44607,25.187714,55.355487,Medium,Low,False,False,1.0,0.95,10.01,14.53,1.451,245.55,0,0.0,Premier,False,Careem Pay,False,0.96,1.0,0.0,0.847,2.1,14.7,59.4,1.0,6.0,87.82,88.96,6.12,Completed,,4.6,4.5,-0.8
RID2025003649,CUS2407998,CAP491736,2025-12-31 09:24:00,2025-12-31,9,24,2,Wednesday,1,12,December,4,False,True,False,False,False,False,False,False,NYE Burj Khalifa,New Year Event,1.9,19.7,61.4,False,False,1.0,Al Quoz,Marina,Al Qouz,Marsa Dubai,polygon,polygon,25.156232,55.234964,25.086714,55.143505,Low,High,False,False,0.9,1.25,12.02,15.31,1.274,230.01,1,4.0,Hala Taxi,True,Credit Card,False,2.018,0.614,0.386,1.326,7.2,25.8,35.6,1.0,7.5,53.65,50.33,3.29,Completed,,4.3,4.6,-2.9
RID2025028799,CUS2663588,CAP108817,2025-06-15 14:40:00,2025-06-15,14,40,6,Sunday,24,6,June,2,True,False,False,True,False,False,False,False,,,1.0,40.2,69.0,False,False,1.0,DXB Airport,Jumeirah,Dubai Int'l Airport,Al Safa Second,polygon,polygon,25.24977,55.366424,25.166155,55.225255,High,Medium,True,False,1.1,1.15,16.98,22.49,1.325,236.82,2,8.0,Hala Taxi,True,Careem Pay,False,1.155,0.884,0.116,1.016,5.5,27.7,48.7,1.0,4.0,86.14,85.92,3.82,Completed,,5.0,4.9,-0.6
RID2025090342,CUS1369684,CAP373847,2025-11-07 11:53:00,2025-11-07,11,53,4,Friday,45,11,November,4,False,False,False,True,False,False,False,False,,,1.0,29.0,70.9,False,False,1.0,Business Bay,Bur Dubai,Business Bay,Al Karama,polygon,polygon,25.181776,55.274895,25.243186,55.305599,High,Medium,False,False,1.25,1.05,7.49,10.15,1.355,24.33,0,0.0,Premier,False,Credit Card,False,1.25,0.852,0.148,0.816,3.6,10.6,57.3,1.25,6.0,78.5,73.36,7.22,Completed,,5.0,4.3,-1.0
RID2025041724,CUS2435718,CAP429251,2025-01-21 11:54:00,2025-01-21,11,54,1,Tuesday,4,1,January,1,False,False,False,True,False,False,False,False,Dubai Shopping Festival,Shopping Festival,1.14,21.1,61.4,False,False,1.0,Jumeirah,Marina,Umm Suqeim First,Marsa Dubai,polygon,polygon,25.175193,55.217362,25.089374,55.147792,Medium,High,False,False,1.15,1.25,11.84,17.02,1.438,216.29,1,4.0,Comfort,False,Cash,False,1.311,0.94,0.06,0.871,1.9,16.4,62.3,1.25,3.0,73.38,72.14,4.24,Completed,,4.5,4.6,-1.3
RID2025014964,CUS2784840,CAP395281,2025-05-10 21:06:00,2025-05-10,21,6,5,Saturday,19,5,May,2,True,False,False,True,False,False,False,False,,,1.0,34.9,42.7,False,False,1.0,Marina,Downtown,Marsa Dubai,Zaa'Beel Second,polygon,polygon,25.080849,55.143042,25.20871,55.288469,High,High,False,False,1.25,1.3,20.41,26.74,1.31,45.8,2,8.0,Kids,False,Credit Card,False,1.312,0.889,0.111,0.876,2.1,28.6,56.2,1.25,4.5,127.5,129.99,4.86,Completed,,4.8,4.4,1.0
RID2025063187,CUS3176646,CAP445832,2025-03-15 21:25:00,2025-03-15,21,25,5,Saturday,11,3,March,1,True,False,False,True,True,False,False,False,,,1.0,25.6,51.0,False,False,1.0,Mirdif,Dubai Hills,Mirdif,Nadd Hessa,polygon,polygon,25.22452,55.431705,25.116187,55.387188,Medium,Medium,False,False,1.0,1.05,12.85,29.66,2.308,200.41,2,8.0,Eco Friendly,False,Cash,False,1.008,0.988,0.012,0.937,1.8,32.7,54.4,1.0,3.5,106.76,107.83,3.64,Completed,,4.3,4.6,-1.7
RID2025088866,CUS3349094,CAP395235,2025-02-06 15:10:00,2025-02-06,15,10,3,Thursday,6,2,February,1,False,False,False,True,False,False,False,False,,,1.0,24.9,67.2,False,False,1.0,Downtown,Jumeirah,Zaa'Beel Second,Jumeira Third,polygon,polygon,25.217783,55.290582,25.179178,55.221377,High,Medium,False,False,1.3,1.15,8.18,8.81,1.077,238.36,1,4.0,Hala Taxi,True,Cash,False,1.3,0.861,0.139,0.872,3.4,9.3,56.9,1.0,4.0,33.99,33.36,3.79,Completed,,4.5,4.5,-0.9
RID2025157299,CUS1861484,CAP176634,2025-08-21 07:00:00,2025-08-21,7,0,3,Thursday,34,8,August,3,False,False,False,True,False,False,False,False,,,1.0,41.5,63.4,False,False,1.0,Downtown,Jumeirah,Burj Khalifa,Jumeira Third,polygon,polygon,25.189592,55.273722,25.17956,55.221653,High,Medium,False,False,1.3,1.15,5.36,9.73,1.817,257.99,1,4.0,Eco Friendly,False,Cash,False,1.3,0.963,0.037,0.904,2.8,10.4,55.9,1.25,3.5,50.22,54.14,5.56,Completed,,4.2,4.8,-0.6
RID2025133615,CUS2936349,CAP338219,2025-09-14 07:35:00,2025-09-14,7,35,6,Sunday,37,9,September,3,True,False,False,True,False,False,False,False,,,1.0,32.8,61.6,False,False,1.0,Marina,Jumeirah,Marsa Dubai,Al Safa Second,polygon,polygon,25.072698,55.13416,25.157806,55.22329,High,Medium,False,False,1.25,1.15,13.04,17.48,1.341,43.46,1,4.0,Executive,False,Credit Card,False,1.312,0.875,0.125,0.958,2.8,18.1,58.0,1.25,4.0,96.02,92.22,5.27,Completed,,4.9,4.5,-1.3
RID2025012305,CUS3660826,CAP497618,2025-03-29 22:30:00,2025-03-29,22,30,5,Saturday,13,3,March,1,True,False,True,False,True,False,False,False,Dubai World Cup,Sports Event,1.22,27.1,52.9,False,False,1.0,Business Bay,Sharjah,Business Bay,Sharjah,polygon,centroid,25.180376,55.265347,25.35096,55.416932,High,Low,False,False,1.25,0.95,24.33,28.41,1.168,38.75,2,8.0,Hala Taxi,True,Credit Card,False,1.414,0.896,0.104,0.986,2.9,24.3,70.3,1.0,4.0,80.9,84.41,2.97,Completed,,4.2,4.8,2.1
RID2025164014,CUS4867769,CAP499030,2025-01-04 08:39:00,2025-01-04,8,39,5,Saturday,1,1,January,1,True,True,False,False,False,False,False,False,Dubai Shopping Festival,Shopping Festival,1.14,20.6,63.9,False,False,1.0,Downtown,Dubai Hills,Burj Khalifa,Nadd Hessa,polygon,polygon,25.195677,55.284395,25.114453,55.381963,High,Medium,False,False,1.3,1.05,13.34,17.3,1.297,132.58,1,4.0,MAX,False,Cash,False,1.836,0.793,0.207,1.296,4.3,35.3,29.4,1.5,7.0,149.04,162.18,9.37,Completed,,4.4,4.7,2.5
RID2025050137,CUS3452223,CAP290232,2025-02-23 13:19:00,2025-02-23,13,19,6,Sunday,8,2,February,1,True,False,False,True,False,False,False,False,Dubai Food Festival,Food Festival,1.08,26.8,61.2,False,False,1.0,Ras Al Khor,Marina,Ras Al Khor Industrial,Marsa Dubai,polygon,polygon,25.178878,55.357029,25.0763,55.141558,Low,High,False,False,0.95,1.25,24.51,33.76,1.377,242.31,2,8.0,Hala MAX,True,Credit Card,False,1.077,0.98,0.02,1.007,6.5,38.7,52.3,1.0,5.5,115.91,110.55,3.27,Completed,,4.3,4.9,-1.2
RID2025100104,CUS1224159,CAP227745,2025-11-10 12:51:00,2025-11-10,12,51,0,Monday,46,11,November,4,False,False,False,True,False,False,False,False,,,1.0,23.4,63.7,False,False,1.0,Sharjah,Downtown,Sharjah,Burj Khalifa,centroid,polygon,25.342255,55.413711,25.193597,55.272868,Low,High,False,False,0.95,1.3,21.77,27.58,1.267,220.62,2,8.0,Hala MAX,True,Careem Pay,False,0.95,0.993,0.007,0.886,2.1,26.2,63.1,1.0,5.5,96.22,94.23,3.42,Completed,,4.1,4.4,-3.8
RID2025057790,CUS2815313,CAP186093,2025-05-22 09:50:00,2025-05-22,9,50,3,Thursday,21,5,May,2,False,True,False,False,False,False,False,False,,,1.0,37.7,57.4,False,False,1.0,Al Quoz,Dubai Hills,Al Qouz Industrial,Hadaeq Sheikh Mohammed Bin Rashid,polygon,polygon,25.151448,55.226693,25.104971,55.251395,Low,Medium,False,False,0.9,1.05,5.74,9.31,1.623,154.3,0,0.0,Hala MAX,True,Credit Card,False,1.062,1.0,0.0,1.149,2.8,16.4,34.0,1.0,8.0,40.54,41.64,4.47,Completed,,4.7,4.4,-0.9
RID2025128813,CUS4413502,CAP405148,2025-12-10 07:38:00,2025-12-10,7,38,2,Wednesday,50,12,December,4,False,False,False,True,False,False,False,False,,,1.0,24.9,69.0,False,False,1.0,Business Bay,Sharjah,Business Bay,Sharjah,polygon,centroid,25.183255,55.272459,25.354808,55.42211,High,Low,False,False,1.25,0.95,24.3,29.24,1.203,38.24,2,8.0,Premier,False,Careem Plus,True,1.25,1.0,0.0,0.832,4.6,32.9,53.3,1.25,6.0,216.05,215.7,7.38,Completed,,4.6,4.6,-1.0
